transaction_id,account_id,booking_date,amount,currency,direction,counterparty,source_system
TX-00229,ACC-009,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0229,AlpineBank Legacy Finance
TX-00230,ACC-010,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0230,AlpineBank Legacy Finance
TX-00231,ACC-011,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0231,AlpineBank Legacy Finance
TX-00232,ACC-012,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0232,AlpineBank Legacy Finance
TX-00233,ACC-013,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0233,AlpineBank Legacy Finance
TX-00234,ACC-014,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0234,AlpineBank Legacy Finance
TX-00235,ACC-015,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0235,AlpineBank Legacy Finance
TX-00236,ACC-016,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0236,AlpineBank Legacy Finance
TX-00237,ACC-017,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0237,AlpineBank Legacy Finance
TX-00238,ACC-001,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0238,AlpineBank Legacy Finance
TX-00239,ACC-002,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0239,AlpineBank Legacy Finance
TX-00240,ACC-003,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0240,AlpineBank Legacy Finance
TX-00241,ACC-004,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0241,AlpineBank Legacy Finance
TX-00242,ACC-005,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0242,AlpineBank Legacy Finance
TX-00243,ACC-006,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0243,AlpineBank Legacy Finance
TX-00244,ACC-007,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0244,AlpineBank Legacy Finance
TX-00245,ACC-008,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0245,AlpineBank Legacy Finance
TX-00246,ACC-009,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0246,AlpineBank Legacy Finance
TX-00247,ACC-010,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0247,AlpineBank Legacy Finance
TX-00248,ACC-011,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0248,AlpineBank Legacy Finance
TX-00249,ACC-012,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0249,AlpineBank Legacy Finance
TX-00250,ACC-013,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0250,AlpineBank Legacy Finance
TX-00251,ACC-014,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0251,AlpineBank Legacy Finance
TX-00252,ACC-015,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0252,AlpineBank Legacy Finance
TX-00253,ACC-016,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0253,AlpineBank Legacy Finance
TX-00254,ACC-017,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0254,AlpineBank Legacy Finance
TX-00255,ACC-001,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0255,AlpineBank Legacy Finance
TX-00256,ACC-002,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0256,AlpineBank Legacy Finance
TX-00257,ACC-003,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0257,AlpineBank Legacy Finance
TX-00258,ACC-004,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0258,AlpineBank Legacy Finance
TX-00259,ACC-005,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0259,AlpineBank Legacy Finance
TX-00260,ACC-006,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0260,AlpineBank Legacy Finance
TX-00261,ACC-007,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0261,AlpineBank Legacy Finance
TX-00262,ACC-008,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0262,AlpineBank Legacy Finance
TX-00263,ACC-009,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0263,AlpineBank Legacy Finance
TX-00264,ACC-010,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0264,AlpineBank Legacy Finance
TX-00265,ACC-011,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0265,AlpineBank Legacy Finance
TX-00266,ACC-012,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0266,AlpineBank Legacy Finance
TX-00267,ACC-013,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0267,AlpineBank Legacy Finance
TX-00268,ACC-014,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0268,AlpineBank Legacy Finance
TX-00269,ACC-015,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0269,AlpineBank Legacy Finance
TX-00270,ACC-016,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0270,AlpineBank Legacy Finance
TX-00271,ACC-017,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0271,AlpineBank Legacy Finance
TX-00272,ACC-001,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0272,AlpineBank Legacy Finance
TX-00273,ACC-002,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0273,AlpineBank Legacy Finance
TX-00274,ACC-003,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0274,AlpineBank Legacy Finance
TX-00275,ACC-004,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0275,AlpineBank Legacy Finance
TX-00276,ACC-005,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0276,AlpineBank Legacy Finance
TX-00277,ACC-006,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0277,AlpineBank Legacy Finance
TX-00278,ACC-007,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0278,AlpineBank Legacy Finance
TX-00279,ACC-008,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0279,AlpineBank Legacy Finance
TX-00280,ACC-009,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0280,AlpineBank Legacy Finance
TX-00281,ACC-010,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0281,AlpineBank Legacy Finance
TX-00282,ACC-011,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0282,AlpineBank Legacy Finance
TX-00283,ACC-012,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0283,AlpineBank Legacy Finance
TX-00284,ACC-013,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0284,AlpineBank Legacy Finance
TX-00285,ACC-014,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0285,AlpineBank Legacy Finance
TX-00286,ACC-015,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0286,AlpineBank Legacy Finance
TX-00287,ACC-016,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0287,AlpineBank Legacy Finance
TX-00288,ACC-017,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0288,AlpineBank Legacy Finance
TX-00289,ACC-001,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0289,AlpineBank Legacy Finance
TX-00290,ACC-002,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0290,AlpineBank Legacy Finance
TX-00291,ACC-003,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0291,AlpineBank Legacy Finance
TX-00292,ACC-004,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0292,AlpineBank Legacy Finance
TX-00293,ACC-005,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0293,AlpineBank Legacy Finance
TX-00294,ACC-006,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0294,AlpineBank Legacy Finance
TX-00295,ACC-007,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0295,AlpineBank Legacy Finance
TX-00296,ACC-008,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0296,AlpineBank Legacy Finance
TX-00297,ACC-009,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0297,AlpineBank Legacy Finance
TX-00298,ACC-010,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0298,AlpineBank Legacy Finance
TX-00299,ACC-011,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0299,AlpineBank Legacy Finance
TX-00300,ACC-012,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0300,AlpineBank Legacy Finance
TX-00301,ACC-013,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0301,AlpineBank Legacy Finance
TX-00302,ACC-014,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0302,AlpineBank Legacy Finance
TX-00303,ACC-015,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0303,AlpineBank Legacy Finance
TX-00304,ACC-016,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0304,AlpineBank Legacy Finance
TX-00305,ACC-017,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0305,AlpineBank Legacy Finance
TX-00306,ACC-001,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0306,AlpineBank Legacy Finance
TX-00307,ACC-002,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0307,AlpineBank Legacy Finance
TX-00308,ACC-003,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0308,AlpineBank Legacy Finance
TX-00309,ACC-004,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0309,AlpineBank Legacy Finance
TX-00310,ACC-005,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0310,AlpineBank Legacy Finance
TX-00311,ACC-006,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0311,AlpineBank Legacy Finance
TX-00312,ACC-007,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0312,AlpineBank Legacy Finance
TX-00313,ACC-008,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0313,AlpineBank Legacy Finance
TX-00314,ACC-009,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0314,AlpineBank Legacy Finance
TX-00315,ACC-010,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0315,AlpineBank Legacy Finance
TX-00316,ACC-011,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0316,AlpineBank Legacy Finance
TX-00317,ACC-012,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0317,AlpineBank Legacy Finance
TX-00318,ACC-013,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0318,AlpineBank Legacy Finance
TX-00319,ACC-014,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0319,AlpineBank Legacy Finance
TX-00320,ACC-015,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0320,AlpineBank Legacy Finance
TX-00321,ACC-016,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0321,AlpineBank Legacy Finance
TX-00322,ACC-017,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0322,AlpineBank Legacy Finance
TX-00323,ACC-001,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0323,AlpineBank Legacy Finance
TX-00324,ACC-002,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0324,AlpineBank Legacy Finance
TX-00325,ACC-003,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0325,AlpineBank Legacy Finance
TX-00326,ACC-004,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0326,AlpineBank Legacy Finance
TX-00327,ACC-005,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0327,AlpineBank Legacy Finance
TX-00328,ACC-006,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0328,AlpineBank Legacy Finance
TX-00329,ACC-007,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0329,AlpineBank Legacy Finance
TX-00330,ACC-008,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0330,AlpineBank Legacy Finance
TX-00331,ACC-009,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0331,AlpineBank Legacy Finance
TX-00332,ACC-010,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0332,AlpineBank Legacy Finance
TX-00333,ACC-011,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0333,AlpineBank Legacy Finance
TX-00334,ACC-012,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0334,AlpineBank Legacy Finance
TX-00335,ACC-013,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0335,AlpineBank Legacy Finance
TX-00336,ACC-014,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0336,AlpineBank Legacy Finance
TX-00337,ACC-015,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0337,AlpineBank Legacy Finance
TX-00338,ACC-016,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0338,AlpineBank Legacy Finance
TX-00339,ACC-017,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0339,AlpineBank Legacy Finance
TX-00340,ACC-001,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0340,AlpineBank Legacy Finance
TX-00341,ACC-002,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0341,AlpineBank Legacy Finance
TX-00342,ACC-003,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0342,AlpineBank Legacy Finance
TX-00343,ACC-004,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0343,AlpineBank Legacy Finance
TX-00344,ACC-005,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0344,AlpineBank Legacy Finance
TX-00345,ACC-006,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0345,AlpineBank Legacy Finance
TX-00346,ACC-007,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0346,AlpineBank Legacy Finance
TX-00347,ACC-008,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0347,AlpineBank Legacy Finance
TX-00348,ACC-009,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0348,AlpineBank Legacy Finance
TX-00349,ACC-010,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0349,AlpineBank Legacy Finance
TX-00350,ACC-011,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0350,AlpineBank Legacy Finance
TX-00351,ACC-012,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0351,AlpineBank Legacy Finance
TX-00352,ACC-013,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0352,AlpineBank Legacy Finance
TX-00353,ACC-014,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0353,AlpineBank Legacy Finance
TX-00354,ACC-015,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0354,AlpineBank Legacy Finance
TX-00355,ACC-016,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0355,AlpineBank Legacy Finance
TX-00356,ACC-017,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0356,AlpineBank Legacy Finance
TX-00357,ACC-001,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0357,AlpineBank Legacy Finance
TX-00358,ACC-002,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0358,AlpineBank Legacy Finance
TX-00359,ACC-003,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0359,AlpineBank Legacy Finance
TX-00360,ACC-004,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0360,AlpineBank Legacy Finance
TX-00361,ACC-005,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0361,AlpineBank Legacy Finance
TX-00362,ACC-006,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0362,AlpineBank Legacy Finance
TX-00363,ACC-007,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0363,AlpineBank Legacy Finance
TX-00364,ACC-008,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0364,AlpineBank Legacy Finance
TX-00365,ACC-009,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0365,AlpineBank Legacy Finance
TX-00366,ACC-010,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0366,AlpineBank Legacy Finance
TX-00367,ACC-011,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0367,AlpineBank Legacy Finance
TX-00368,ACC-012,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0368,AlpineBank Legacy Finance
TX-00369,ACC-013,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0369,AlpineBank Legacy Finance
TX-00370,ACC-014,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0370,AlpineBank Legacy Finance
TX-00371,ACC-015,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0371,AlpineBank Legacy Finance
TX-00372,ACC-016,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0372,AlpineBank Legacy Finance
TX-00373,ACC-017,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0373,AlpineBank Legacy Finance
TX-00374,ACC-001,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0374,AlpineBank Legacy Finance
TX-00375,ACC-002,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0375,AlpineBank Legacy Finance
TX-00376,ACC-003,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0376,AlpineBank Legacy Finance
TX-00377,ACC-004,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0377,AlpineBank Legacy Finance
TX-00378,ACC-005,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0378,AlpineBank Legacy Finance
TX-00379,ACC-006,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0379,AlpineBank Legacy Finance
TX-00380,ACC-007,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0380,AlpineBank Legacy Finance
TX-00381,ACC-008,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0381,AlpineBank Legacy Finance
TX-00382,ACC-009,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0382,AlpineBank Legacy Finance
TX-00383,ACC-010,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0383,AlpineBank Legacy Finance
TX-00384,ACC-011,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0384,AlpineBank Legacy Finance
TX-00385,ACC-012,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0385,AlpineBank Legacy Finance
TX-00386,ACC-013,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0386,AlpineBank Legacy Finance
TX-00387,ACC-014,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0387,AlpineBank Legacy Finance
TX-00388,ACC-015,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0388,AlpineBank Legacy Finance
TX-00389,ACC-016,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0389,AlpineBank Legacy Finance
TX-00390,ACC-017,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0390,AlpineBank Legacy Finance
TX-00391,ACC-001,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0391,AlpineBank Legacy Finance
TX-00392,ACC-002,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0392,AlpineBank Legacy Finance
TX-00393,ACC-003,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0393,AlpineBank Legacy Finance
TX-00394,ACC-004,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0394,AlpineBank Legacy Finance
TX-00395,ACC-005,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0395,AlpineBank Legacy Finance
TX-00396,ACC-006,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0396,AlpineBank Legacy Finance
TX-00397,ACC-007,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0397,AlpineBank Legacy Finance
TX-00398,ACC-008,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0398,AlpineBank Legacy Finance
TX-00399,ACC-009,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0399,AlpineBank Legacy Finance
TX-00400,ACC-010,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0400,AlpineBank Legacy Finance
TX-00401,ACC-011,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0401,AlpineBank Legacy Finance
TX-00402,ACC-012,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0402,AlpineBank Legacy Finance
TX-00403,ACC-013,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0403,AlpineBank Legacy Finance
TX-00404,ACC-014,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0404,AlpineBank Legacy Finance
TX-00405,ACC-015,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0405,AlpineBank Legacy Finance
TX-00406,ACC-016,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0406,AlpineBank Legacy Finance
TX-00407,ACC-017,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0407,AlpineBank Legacy Finance
TX-00408,ACC-001,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0408,AlpineBank Legacy Finance
TX-00409,ACC-002,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0409,AlpineBank Legacy Finance
TX-00410,ACC-003,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0410,AlpineBank Legacy Finance
TX-00411,ACC-004,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0411,AlpineBank Legacy Finance
TX-00412,ACC-005,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0412,AlpineBank Legacy Finance
TX-00413,ACC-006,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0413,AlpineBank Legacy Finance
TX-00414,ACC-007,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0414,AlpineBank Legacy Finance
TX-00415,ACC-008,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0415,AlpineBank Legacy Finance
TX-00416,ACC-009,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0416,AlpineBank Legacy Finance
TX-00417,ACC-010,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0417,AlpineBank Legacy Finance
TX-00418,ACC-011,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0418,AlpineBank Legacy Finance
TX-00419,ACC-012,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0419,AlpineBank Legacy Finance
TX-00420,ACC-013,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0420,AlpineBank Legacy Finance
TX-00421,ACC-014,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0421,AlpineBank Legacy Finance
TX-00422,ACC-015,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0422,AlpineBank Legacy Finance
TX-00423,ACC-016,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0423,AlpineBank Legacy Finance
TX-00424,ACC-017,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0424,AlpineBank Legacy Finance
TX-00425,ACC-001,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0425,AlpineBank Legacy Finance
TX-00426,ACC-002,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0426,AlpineBank Legacy Finance
TX-00427,ACC-003,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0427,AlpineBank Legacy Finance
TX-00428,ACC-004,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0428,AlpineBank Legacy Finance
TX-00429,ACC-005,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0429,AlpineBank Legacy Finance
TX-00430,ACC-006,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0430,AlpineBank Legacy Finance
TX-00431,ACC-007,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0431,AlpineBank Legacy Finance
TX-00432,ACC-008,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0432,AlpineBank Legacy Finance
TX-00433,ACC-009,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0433,AlpineBank Legacy Finance
TX-00434,ACC-010,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0434,AlpineBank Legacy Finance
TX-00435,ACC-011,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0435,AlpineBank Legacy Finance
TX-00436,ACC-012,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0436,AlpineBank Legacy Finance
TX-00437,ACC-013,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0437,AlpineBank Legacy Finance
TX-00438,ACC-014,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0438,AlpineBank Legacy Finance
TX-00439,ACC-015,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0439,AlpineBank Legacy Finance
TX-00440,ACC-016,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0440,AlpineBank Legacy Finance
TX-00441,ACC-017,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0441,AlpineBank Legacy Finance
TX-00442,ACC-001,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0442,AlpineBank Legacy Finance
TX-00443,ACC-002,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0443,AlpineBank Legacy Finance
TX-00444,ACC-003,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0444,AlpineBank Legacy Finance
TX-00445,ACC-004,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0445,AlpineBank Legacy Finance
TX-00446,ACC-005,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0446,AlpineBank Legacy Finance
TX-00447,ACC-006,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0447,AlpineBank Legacy Finance
TX-00448,ACC-007,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0448,AlpineBank Legacy Finance
TX-00449,ACC-008,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0449,AlpineBank Legacy Finance
TX-00450,ACC-009,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0450,AlpineBank Legacy Finance
TX-00451,ACC-010,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0451,AlpineBank Legacy Finance
TX-00452,ACC-011,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0452,AlpineBank Legacy Finance
TX-00453,ACC-012,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0453,AlpineBank Legacy Finance
TX-00454,ACC-013,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0454,AlpineBank Legacy Finance
TX-00455,ACC-014,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0455,AlpineBank Legacy Finance
TX-00456,ACC-015,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0456,AlpineBank Legacy Finance
